MovieID,Title,Genres,Year,imdb_id,id,production_countries,genres,original_language,original_title,title,overview,release_date,vote_average,director,writer,actors
1594,In the Company of Men (1997),Drama,1997,119361,14585.0,Canada|United States of America,Comedy|Drama,English,In the Company of Men,In the Company of Men,"Two business executives--one an avowed misogynist, the other recently emotionally wounded by his love interest--set out to exact revenge on the female gender by seeking out the most innocent, uncorrupted girl they can find and ruining her life.",1997-01-19,6.8,Neil LaBute,,Aaron Eckhart|Stacy Edwards|Matt Malloy|Michael Martin
1595,Free Willy 3: The Rescue (1997),Adventure|Children's|Drama,1997,119152,18519.0,United States of America,Adventure,English,Free Willy 3: The Rescue,Free Willy 3: The Rescue,"Willy the whale is back, this time threatened by illegal whalers making money off sushi. Jesse, now 16, has taken a job on an orca-researching ship, along with old friend Randolph and a sarcastic scientist, Drew. On the whaler's ship is captain John Wesley and his son, Max, who isn't really pleased about his father's job, but doesn't have the gut to say so. Along the way, Willy reunites with Jesse",1997-08-08,5.6,Sam Pillsbury,,Jason James Richter|August Schellenberg|Annie Corley|Vincent Berry
1596,Career Girls (1997),Drama,1997,118818,49462.0,France|United Kingdom,Drama,English,Career Girls,Career Girls,"Two young women reunite and rekindle their friendship after having said goodbye at their college graduation, six years earlier.",1997-06-01,7.4,Mike Leigh,,Katrin Cartlidge|Lynda Steadman|Kate Byers|Mark Benton
1597,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller,1997,118883,8834.0,United States of America,Action|Drama|Mystery|Thriller,English,Conspiracy Theory,Conspiracy Theory,"A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is.",1997-08-07,6.5,Richard Donner,,Mel Gibson|Julia Roberts|Patrick Stewart|Cylk Cozart
1598,Desperate Measures (1998),Crime|Drama|Thriller,1998,118966,9458.0,United States of America,Action|Drama|Thriller,English,Desperate Measures,Desperate Measures,"San Francisco police officer Frank Connor is in a frantic search for a compatible bone marrow donor for his gravely ill son. There's only one catch the potential donor is convicted multiple murderer Peter McCabe who sees a trip to the hospital as the perfect opportunity to get what he wants most freedom. With McCabe's escape, the entire hospital becomes a battleground and Connor must pursue and, ironically, protect the deadly fugitive who is his son's only hope for survival.",1998-01-30,5.9,Barbet Schroeder,David Klass,Michael Keaton|Andy García|Brian Cox|Marcia Gay Harden
1599,Steel (1997),Action,1997,120207,8854.0,United States of America,Science Fiction|Action|Adventure,English,Steel,Steel,"Justice. Safe streets. Payback. Metallurgist John Henry Irons (O'Neal) vows to claim them all when a renegade military reject (Judd Nelson) puts new superweapons in dangerous hands. Helped by an electronics wiz (Annabeth Gish) and an imaginative scrap metal worker (Richard Roundtree), Irons becomes Steel. Wearing body armor, wielding a fearsome electrohammer and riding a gadget-packed motorcycle, he's ready to wage war...if he can fix the untimely glitches in his untested gear. ""You all be cool now,"" the good-guy hero tells two crime victims he rescues. There'll be a lot of thrillin' before Steel himself can start chillin.'",1997-08-15,4.2,Kenneth Johnson,,Shaquille O'Neal|Annabeth Gish|Richard Roundtree|Judd Nelson
1600,She's So Lovely (1997),Drama|Romance,1997,120112,38295.0,France|United States of America,Drama|Romance|Thriller,English,She's So Lovely,She's So Lovely,"Maureen is pregnant and her husband Eddie is missing. Nervous, Maureen shares a couple of drinks with neighbor Kiefer, who tries to rape her and then beats her. When Eddie returns and finds his wife bruised, he goes ballistic, shoots a paramedic and is put in a psychiatric institution. Ten years later, Eddie is released and finds that Maureen has divorced him and is remarried with three children, one of whom is his little girl Jeanie. Eddie goes to reclaim his wife",1997-08-29,5.3,Nick Cassavetes,,Sean Penn|Robin Wright|John Travolta|James Gandolfini
1601,Hoodlum (1997),Crime|Drama|Film-Noir,1997,119311,22073.0,United States of America,Crime|Drama,English,Hoodlum,Hoodlum,"In 1934, the second most lucrative business in New York City was running ""the numbers"". When, Madam Queen, the powerful woman who runs the scam in Harlem, is arrested. Ellsworth ""Bumpy"" Johnson takes over the business and must resist against the invasion from merciless mobster Dutch Shultz.",1997-08-27,6.5,Bill Duke,Chris Brancato,Laurence Fishburne|Tim Roth|Vanessa Williams|Andy García
1602,Leave It to Beaver (1997),Comedy,1997,119509,37244.0,unkown,Adventure|Comedy|Drama|Family,English,Leave it to Beaver,Leave it to Beaver,"Cleavers are an all-American family living in Ohio - wise father Ward, loving mother June, teen-age son Wally and 8-year-old ""Beaver"" Theodore. Beaver hopes to get a bike as a gift from his father and to please him tries out for his school football team and he makes it, only to be embarrassed. The bike he gets is quickly stolen. Meanwhile Wally is trying to help his friend Eddie Haskell to get the heart of pretty classmate Karen, but Karen seems to like Wally more, and that leads to tensions between the friends.",1997-08-22,5.2,Andy Cadiff,,Christopher McDonald|Janine Turner|Cameron Finley|Erik von Detten
1603,Mimic (1997),Sci-Fi|Thriller,1997,119675,4961.0,United States of America,Fantasy|Horror|Thriller,English,Mimic,Mimic,"A disease carried by common cockroaches is killing Manhattan children. In an effort to stop the epidemic an entomologist, Susan Tyler, creates a mutant breed of insect that secretes a fluid to kill the roaches. This mutant breed was engineered to die after one generation, but three years later Susan finds out that the species has survived and evolved into a large, gruesome monster that can mimic human form.",1997-08-22,5.7,Guillermo del Toro,Matthew Robbins,Mira Sorvino|Jeremy Northam|Giancarlo Giannini|Josh Brolin
1604,Money Talks (1997),Action|Comedy,1997,119695,9416.0,United States of America,Action|Adventure|Comedy,English,Money Talks,Money Talks,"Money Talks is a 1997 American comedy film directed by Brett Ratner. Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",1997-08-22,6.0,Brett Ratner,Joel Cohen,Chris Tucker|Charlie Sheen|Heather Locklear|Paul Sorvino
1605,Excess Baggage (1997),Adventure|Romance,1997,119086,26180.0,United States of America,Action|Comedy|Romance,English,Excess Baggage,Excess Baggage,"A rich brat (Alicia Silverstone) fakes her own kidnapping, but in the process ends up locked in the trunk of a car that gets stolen.",1997-08-29,5.6,Marco Brambilla,,Alicia Silverstone|Benicio del Toro|Christopher Walken|Jack Thompson
1606,Kull the Conqueror (1997),Action|Adventure,1997,119484,17832.0,United States of America,Adventure|Fantasy|Action|Science Fiction,English,Kull the Conqueror,Kull the Conqueror,"A barbarian named Kull becomes ruler after defeating the old king in battle, thus receiving his crown. But direct heirs of the king, trying to topple Kull and regain the throne, bring an old witch queen Akivasha back to life. Their plan backfires, however, as Akivasha plans to have her demon lords rule the kingdom alone. The only thing that can stop her is the breath of the god Volka, and Kull.",1997-08-29,5.2,John Nicolella,Charles Edward Pogue,Kevin Sorbo|Tia Carrere|Thomas Ian Griffith|Litefoot
1608,Air Force One (1997),Action|Thriller,1997,118571,9772.0,Germany|United States of America,Action|Thriller,English,Air Force One,Air Force One,"Russian terrorists conspire to hijack the aircraft with the president and his family on board. The commander in chief finds himself facing an impossible predicament: give in to the terrorists and sacrifice his family, or risk everything to uphold his principles - and the integrity of the nation.",1997-07-25,6.2,Wolfgang Petersen,,Harrison Ford|Gary Oldman|Glenn Close|Wendy Crewson
1609,187 (1997),Drama,1997,118531,6072.0,United States of America,Drama|Thriller,English,One Eight Seven,One Eight Seven,"After surviving a stabbing by a student, teacher Trevor Garfield moves from New York to Los Angeles. There, he resumes teaching as a substitute teacher. The education system, where violent bullies control the classrooms and the administration is afraid of lawsuits, slowly drives Garfield mad.",1997-07-29,6.5,Kevin Reynolds,Scott Yagemann,Samuel L. Jackson|John Heard|Kelly Rowan|Clifton Collins Jr
1610,The Hunt for Red October (1990),Action|Thriller,1990,99810,1669.0,United States of America,Action|Adventure|Thriller,English,The Hunt for Red October,The Hunt for Red October,"A new Soviet nuclear missile sub (a Boomer) heading out on her maiden voyage that is being tracked by a Los Angeles class American submarine suddenly goes silent and ""disappears"". This focuses the attention of both U.S. Intelligence and the U.S. Navy on the Russian Sub Commander .  When it is determined that the silent Soviet Boomer may be headed for American coastal waters panic ensues. A CIA analyst, Jack Ryan,  convinces the brass that the Boomer's commander may intend something other than a nuclear first strike in mind. A perilous and tense cat-and-mouse game ensues.",1990-03-02,7.2,John McTiernan,Larry Ferguson,Alec Baldwin|Sean Connery|Scott Glenn|Sam Neill
1611,My Own Private Idaho (1991),Drama,1991,102494,468.0,United States of America,Drama|Romance,English,My Own Private Idaho,My Own Private Idaho,"In this loose adaptation of Shakespeare's ""Henry IV,"" Mike Waters (River Phoenix) is a gay hustler afflicted with narcolepsy. Scott Favor (Keanu Reeves) is the rebellious son of a mayor. Together, the two travel from Portland, Oregon to Idaho and finally to the coast of Italy in a quest to find Mike's estranged mother. Along the way they turn tricks for money and drugs, eventually attracting the attention of a wealthy benefactor and sexual deviant.",1991-10-17,7.1,Gus Van Sant,Gus Van Sant,River Phoenix|Keanu Reeves|James Russo|William Richert
1612,"Kiss Me, Guido (1997)",Comedy,1997,119465,32519.0,United States of America,Comedy,English,"Kiss Me, Guido","Kiss Me, Guido","When he discovers his girlfriend having sex with his brother, Frankie (Scotti) decides to head to Manhattan, leaving his Bronx pizza shop forever for the fame and fortune of show business. But before stardom, he needs a place to stay. Looking in the personals, he notices GWM. And thinking it ""Guy with Money,"" he heads to the Village and the apartment of gay actor Warren (Barrile), who's in desperate need of this month's rent.",1997-07-18,4.4,Tony Vitale,,Nick Scotti|Anthony Barrile|Anthony DeSando|Molly Price
1613,Star Maps (1997),Drama,1997,120197,108401.0,unkown,Comedy|Drama,English,Star Maps,Star Maps,"Carlos wants to be an actor. But his father, Pepe, wants him to work in the family business, that is, male prostitution. Carlos decides that he will be one of his father's boys until he can get his foot in the door in Hollywood.",1997-07-23,5.3,Miguel Arteta,Miguel Arteta,Douglas Spain|Efrain Figueroa|Kandeyce Jorden|Martha Velez
1614,In & Out (1997),Comedy,1997,119360,10806.0,United States of America,Comedy|Romance,English,In & Out,In & Out,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,1997-09-10,6.3,Frank Oz,Paul Rudnick,Kevin Kline|Joan Cusack|Tom Selleck|Matt Dillon
1615,The Edge (1997),Adventure|Thriller,1997,119051,9433.0,United States of America,Action|Adventure|Drama,English,The Edge,The Edge,"The plane carrying wealthy Charles Morse crashes down in the Alaskan wilderness. Together with the two other passengers, photographer Robert and assistant Stephen, Charles devises a plan to help them reach civilization. However, his biggest obstacle might not be the elements, or even the Kodiak bear stalking them -- it could be Robert, whom Charles suspects is having an affair with his wife and would not mind seeing him dead.",1997-09-06,6.8,Lee Tamahori,David Mamet,Alec Baldwin|Anthony Hopkins|Elle Macpherson|Harold Perrineau
